tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-520,Roland Garros,Clay,128,G,20230529,155,126207,12,,Frances Tiafoe,R,188,USA,25.3,105936,,,Filip Krajinovic,R,185,SRB,31.2,6-3 6-4 6-2,5,R128,129,15,2,103,56,46,23,14,6,6,4,3,87,51,29,19,13,3,7,12,2790,93,661
2023-520,Roland Garros,Clay,128,G,20230529,156,106432,15,,Borna Coric,R,188,CRO,26.5,105948,,,Federico Coria,R,180,ARG,31.2,7-6(3) 6-7(5) 6-3 6-3,5,R128,252,11,2,135,75,54,30,21,8,13,3,9,167,108,59,27,21,16,24,16,2410,96,656
2023-520,Roland Garros,Clay,128,G,20230529,157,106398,,,Pedro Cachin,R,185,ARG,28.1,106233,,,Dominic Thiem,R,185,AUT,29.7,6-3 6-2 6-7(1) 4-6 6-2,5,R128,229,6,7,142,93,68,18,24,6,12,5,5,152,88,52,33,23,7,17,64,803,92,666
2023-520,Roland Garros,Clay,128,G,20230529,158,144869,,,Tomas Martin Etcheverry,R,196,ARG,23.8,207733,,,Jack Draper,L,193,GBR,21.4,6-4 1-0 RET,5,R128,66,0,0,36,24,18,6,6,2,3,1,2,52,36,20,5,5,7,9,49,920,55,877
2023-520,Roland Garros,Clay,128,G,20230529,159,200282,18,,Alex De Minaur,R,183,AUS,24.2,125802,,,Ilya Ivashka,R,193,BLR,29.2,6-1 5-7 6-1 6-3,5,R128,165,6,3,108,63,40,27,17,9,13,2,8,119,70,38,21,18,11,21,19,1870,73,741
2023-520,Roland Garros,Clay,128,G,20230529,160,106415,27,,Yoshihito Nishioka,L,170,JPN,27.6,200670,,,J J Wolf,R,183,USA,24.4,1-6 3-6 6-4 6-3 6-3,5,R128,203,1,4,120,77,44,24,22,2,10,9,10,175,92,54,40,22,16,24,33,1181,50,915
2023-520,Roland Garros,Clay,128,G,20230529,161,126845,,,Max Purcell,R,185,AUS,25.1,111442,,,Jordan Thompson,R,183,AUS,29.1,7-5 1-6 6-4 6-4,5,R128,172,7,1,116,75,54,25,20,6,9,6,2,101,55,44,27,19,2,5,68,781,76,737
2023-520,Roland Garros,Clay,128,G,20230529,162,105550,,,Guido Pella,L,183,ARG,33,111460,,,Quentin Halys,R,191,FRA,26.5,6-4 6-7(7) 2-6 7-6(4) 7-6(4),5,R128,260,4,5,187,130,94,32,27,9,13,19,11,185,111,83,41,27,6,9,423,105,88,686
2023-520,Roland Garros,Clay,128,G,20230529,163,205734,,Q,Thiago Seyboth Wild,R,185,BRA,23.2,106421,2,,Daniil Medvedev,R,198,RUS,27.2,7-6(5) 6-7(6) 2-6 6-3 6-4,5,R128,256,2,6,165,99,66,35,26,6,13,14,15,185,119,80,29,25,12,19,172,349,2,6330
2023-520,Roland Garros,Clay,128,G,20230529,164,207989,1,,Carlos Alcaraz,R,183,ESP,20,106121,,,Taro Daniel,R,191,JPN,30.3,6-1 3-6 6-1 6-2,5,R64,146,2,2,86,62,45,15,16,1,3,0,5,90,59,33,12,15,4,11,1,6815,112,566
2023-520,Roland Garros,Clay,128,G,20230529,165,133430,26,,Denis Shapovalov,L,185,CAN,24.1,208286,,,Matteo Arnaldi,R,185,ITA,22.2,6-2 3-6 6-3 6-3,5,R64,176,2,5,104,61,43,27,17,0,1,2,8,134,74,38,36,18,11,16,32,1210,106,592
2023-520,Roland Garros,Clay,128,G,20230529,166,207518,17,,Lorenzo Musetti,R,185,ITA,21.2,207686,,,Alexander Shevchenko,R,185,KAZ,22.4,6-1 6-1 6-2,5,R64,99,1,0,62,37,27,20,11,3,3,1,1,77,49,27,9,11,5,12,18,2040,87,703
2023-520,Roland Garros,Clay,128,G,20230529,167,111815,14,,Cameron Norrie,L,188,GBR,27.7,106298,,Q,Lucas Pouille,R,185,FRA,29.2,6-1 6-3 6-3,5,R64,105,2,0,77,56,41,12,13,6,8,2,2,81,38,21,17,12,5,12,13,2565,675,40
2023-520,Roland Garros,Clay,128,G,20230529,168,104926,,,Fabio Fognini,R,178,ITA,36,106186,,,Jason Kubler,R,178,AUS,30,6-4 7-6(5) 6-2,5,R64,138,3,5,100,61,35,23,15,1,5,3,2,93,64,32,13,15,3,10,130,468,69,777
2023-520,Roland Garros,Clay,128,G,20230529,169,124116,,Q,Sebastian Ofner,R,191,AUT,27,200624,24,,Sebastian Korda,R,196,USA,22.8,6-3 7-6(1) 6-4,5,R64,155,7,7,103,53,45,23,15,3,6,1,2,110,64,37,22,16,6,12,118,534,30,1265
2023-520,Roland Garros,Clay,128,G,20230529,170,106043,,,Diego Schwartzman,R,170,ARG,30.7,132686,,,Nuno Borges,R,185,POR,26.2,7-6(3) 6-4 6-3,5,R64,153,0,2,97,60,36,24,16,5,9,5,3,97,44,30,21,15,6,12,95,660,80,727
2023-520,Roland Garros,Clay,128,G,20230529,171,126774,5,,Stefanos Tsitsipas,R,193,GRE,24.7,106148,,,Roberto Carballes Baena,R,183,ESP,30.1,6-3 7-6(4) 6-2,5,R64,137,6,5,91,60,46,14,14,1,3,0,2,87,59,34,17,15,3,9,5,4775,57,850
2023-520,Roland Garros,Clay,128,G,20230529,172,104925,3,,Novak Djokovic,R,188,SRB,36,105916,,,Marton Fucsovics,R,188,HUN,31.3,7-6(2) 6-0 6-3,5,R64,164,2,3,99,64,39,21,9,9,12,1,6,99,58,31,16,9,4,12,3,5955,83,720
2023-520,Roland Garros,Clay,128,G,20230529,173,200221,29,,Alejandro Davidovich Fokina,R,183,ESP,23.9,209414,,,Luca Van Assche,R,178,FRA,19,6-4 6-3 7-6(6),5,R64,156,3,2,87,57,45,19,15,0,1,2,5,116,64,41,25,16,5,9,34,1115,82,725
2023-520,Roland Garros,Clay,128,G,20230529,174,122669,,,Juan Pablo Varillas,R,185,PER,27.6,105138,19,,Roberto Bautista Agut,R,183,ESP,35.1,1-6 4-6 6-3 6-1 6-1,5,R64,232,8,1,152,81,57,33,20,10,15,3,3,129,89,57,12,20,11,19,94,661,24,1485
2023-520,Roland Garros,Clay,128,G,20230529,175,128034,13,,Hubert Hurkacz,R,196,POL,26.2,134868,,,Tallon Griekspoor,R,188,NED,26.9,6-3 5-7 6-7(13) 7-6(5) 6-4,5,R64,282,15,3,180,105,84,41,28,4,7,9,12,201,125,92,35,27,11,15,14,2525,39,1034
2023-520,Roland Garros,Clay,128,G,20230529,176,111575,11,,Karen Khachanov,R,198,RUS,27,105430,,Q,Radu Albot,R,175,MDA,33.5,6-3 6-4 6-2,5,R64,138,6,2,81,53,42,18,14,1,1,4,4,103,64,43,15,13,8,12,11,2945,113,564
2023-520,Roland Garros,Clay,128,G,20230529,177,106423,,WC,Thanasi Kokkinakis,R,193,AUS,27.1,104527,,,Stan Wawrinka,R,183,SUI,38.1,3-6 7-5 6-3 6-7(4) 6-3,5,R64,279,12,8,184,112,88,31,25,11,14,12,5,145,85,62,37,25,9,14,108,587,89,684
2023-520,Roland Garros,Clay,128,G,20230529,178,132283,,,Lorenzo Sonego,R,191,ITA,28,200005,,,Ugo Humbert,L,188,FRA,24.9,6-4 6-3 7-6(3),5,R64,158,3,3,95,64,51,18,15,6,7,1,4,101,52,37,25,16,4,8,48,925,40,1026
2023-520,Roland Garros,Clay,128,G,20230529,179,126094,7,,Andrey Rublev,R,188,RUS,25.6,144895,,,Corentin Moutet,L,180,FRA,24.1,6-4 6-2 3-6 6-3,5,R64,179,6,5,113,70,51,22,18,3,5,2,4,129,80,48,26,18,9,14,7,4270,61,823
2023-520,Roland Garros,Clay,128,G,20230529,180,208029,6,,Holger Rune,R,188,DEN,20,104792,,,Gael Monfils,R,193,FRA,36.7,W/O,5,R64,,,,,,,,,,,,,,,,,,,,6,4375,394,117
2023-520,Roland Garros,Clay,128,G,20230529,181,144821,,Q,Genaro Alberto Olivieri,R,175,ARG,24.8,131934,,Q,Andrea Vavassori,R,193,ITA,28,7-6(7) 3-6 6-4 7-6(3),5,R64,200,5,2,137,99,65,21,22,4,10,8,8,140,91,62,26,21,8,13,231,257,148,410
2023-520,Roland Garros,Clay,128,G,20230529,182,202103,23,,Francisco Cerundolo,R,185,ARG,24.7,105870,,LL,Yannick Hanfmann,R,193,GER,31.5,6-3 6-3 6-4,5,R64,155,8,5,108,77,54,13,14,10,12,2,2,117,80,39,23,14,10,16,23,1485,65,791
2023-520,Roland Garros,Clay,128,G,20230529,183,126203,9,,Taylor Fritz,R,196,USA,25.5,126239,,,Arthur Rinderknech,R,196,FRA,27.8,2-6 6-4 6-3 6-4,5,R64,170,8,1,100,47,36,36,19,1,4,7,3,113,71,54,20,18,10,14,8,3470,78,735
2023-520,Roland Garros,Clay,128,G,20230529,184,111797,,,Nicolas Jarry,R,201,CHI,27.6,126205,16,,Tommy Paul,R,185,USA,26,3-6 6-1 6-4 7-5,5,R64,184,5,4,140,89,63,26,19,13,15,3,5,98,68,47,18,19,1,6,35,1112,17,2170
2023-520,Roland Garros,Clay,128,G,20230529,185,106218,,,Marcos Giron,R,180,USA,29.8,208103,,,Jiri Lehecka,R,185,CZE,21.5,6-2 6-3 6-2,5,R64,104,6,0,73,41,38,16,12,4,4,2,2,84,58,36,9,13,2,8,75,740,41,994
2023-520,Roland Garros,Clay,128,G,20230529,186,111190,,,Zhizhen Zhang,R,193,CHN,26.6,202058,,Q,Thiago Agustin Tirante,R,185,ARG,22.1,7-6(3) 6-3 6-4,5,R64,141,5,3,105,68,48,21,16,5,7,6,1,93,63,41,14,15,3,7,71,752,153,390
2023-520,Roland Garros,Clay,128,G,20230529,187,134770,4,,Casper Ruud,R,183,NOR,24.4,206748,,Q,Giulio Zeppieri,L,183,ITA,21.4,6-3 6-2 4-6 7-5,5,R64,185,2,2,120,66,43,40,20,6,8,9,3,120,74,53,20,19,8,13,4,4960,129,478
2023-520,Roland Garros,Clay,128,G,20230529,188,127157,,,Daniel Altmaier,R,188,GER,24.7,206173,8,,Jannik Sinner,R,191,ITA,21.7,6-7(0) 7-6(7) 1-6 7-6(4) 7-5,5,R64,326,10,6,204,142,98,27,26,15,21,11,3,187,110,77,42,28,4,9,79,733,9,3435
2023-520,Roland Garros,Clay,128,G,20230529,189,105777,28,,Grigor Dimitrov,R,191,BUL,32,200325,,,Emil Ruusuvuori,R,188,FIN,24.1,7-6(4) 6-3 6-4,5,R64,170,5,1,107,56,38,29,16,5,9,5,2,105,60,37,21,15,9,15,29,1275,46,956
2023-520,Roland Garros,Clay,128,G,20230529,190,100644,22,,Alexander Zverev,R,198,GER,26.1,144684,,,Alex Molcan,L,178,SVK,25.4,6-4 6-2 6-1,5,R64,118,6,3,80,48,37,21,12,8,8,0,3,82,54,32,10,13,10,16,27,1450,86,705
2023-520,Roland Garros,Clay,128,G,20230529,191,126207,12,,Frances Tiafoe,R,188,USA,25.3,106234,,Q,Aslan Karatsev,R,185,RUS,29.7,3-6 6-3 7-5 6-2,5,R64,164,10,2,103,60,50,23,19,5,8,12,7,110,69,49,18,19,8,14,12,2790,62,818
2023-520,Roland Garros,Clay,128,G,20230529,192,106432,15,,Borna Coric,R,188,CRO,26.5,106398,,,Pedro Cachin,R,185,ARG,28.1,6-3 4-6 4-6 6-3 6-4,5,R64,263,1,2,157,79,57,44,24,9,13,6,3,144,91,62,27,24,7,13,16,2410,64,803
2023-520,Roland Garros,Clay,128,G,20230529,193,144869,,,Tomas Martin Etcheverry,R,196,ARG,23.8,200282,18,,Alex De Minaur,R,183,AUS,24.2,6-3 7-6(2) 6-3,5,R64,166,3,3,102,63,46,25,16,7,9,0,5,106,63,37,22,14,4,8,49,920,19,1870
2023-520,Roland Garros,Clay,128,G,20230529,194,106415,27,,Yoshihito Nishioka,L,170,JPN,27.6,126845,,,Max Purcell,R,185,AUS,25.1,4-6 6-2 7-5 6-4,5,R64,186,2,5,123,72,50,32,20,5,8,7,6,141,78,54,28,20,12,18,33,1181,68,781
2023-520,Roland Garros,Clay,128,G,20230529,195,205734,,Q,Thiago Seyboth Wild,R,185,BRA,23.2,105550,,,Guido Pella,L,183,ARG,33,6-3 3-6 6-4 6-3,5,R64,175,8,9,124,64,43,35,19,9,12,1,5,106,70,43,21,18,7,12,172,349,423,105
2023-520,Roland Garros,Clay,128,G,20230529,196,207989,1,,Carlos Alcaraz,R,183,ESP,20,133430,26,,Denis Shapovalov,L,185,CAN,24.1,6-1 6-4 6-2,5,R32,131,0,1,80,58,38,15,13,4,6,0,10,87,49,25,14,12,9,16,1,6815,32,1210
2023-520,Roland Garros,Clay,128,G,20230529,197,207518,17,,Lorenzo Musetti,R,185,ITA,21.2,111815,14,,Cameron Norrie,L,188,GBR,27.7,6-1 6-2 6-4,5,R32,129,2,2,78,48,40,14,13,2,3,2,3,96,63,34,15,12,12,18,18,2040,13,2565
2023-520,Roland Garros,Clay,128,G,20230529,198,124116,,Q,Sebastian Ofner,R,191,AUT,27,104926,,,Fabio Fognini,R,178,ITA,36,5-7 6-3 7-5 1-6 6-4,5,R32,235,5,3,149,89,54,24,25,7,19,1,6,165,103,58,29,25,16,28,118,534,130,468
2023-520,Roland Garros,Clay,128,G,20230529,199,126774,5,,Stefanos Tsitsipas,R,193,GRE,24.7,106043,,,Diego Schwartzman,R,170,ARG,30.7,6-2 6-2 6-3,5,R32,124,6,1,84,52,36,21,13,4,5,1,5,87,59,32,9,12,12,18,5,4775,95,660
2023-520,Roland Garros,Clay,128,G,20230529,200,104925,3,,Novak Djokovic,R,188,SRB,36,200221,29,,Alejandro Davidovich Fokina,R,183,ESP,23.9,7-6(4) 7-6(5) 6-2,5,R32,216,1,6,114,74,48,16,16,3,8,3,2,120,81,41,19,16,10,17,3,5955,34,1115
2023-520,Roland Garros,Clay,128,G,20230529,201,122669,,,Juan Pablo Varillas,R,185,PER,27.6,128034,13,,Hubert Hurkacz,R,196,POL,26.2,3-6 6-3 7-6(3) 4-6 6-2,5,R32,232,7,1,146,87,61,41,24,4,7,8,3,149,90,69,26,24,3,7,94,661,14,2525
2023-520,Roland Garros,Clay,128,G,20230529,202,111575,11,,Karen Khachanov,R,198,RUS,27,106423,,WC,Thanasi Kokkinakis,R,193,AUS,27.1,6-4 6-1 3-6 7-6(5),5,R32,223,5,3,120,77,50,29,19,4,7,6,1,138,79,54,26,19,12,17,11,2945,108,587
2023-520,Roland Garros,Clay,128,G,20230529,203,132283,,,Lorenzo Sonego,R,191,ITA,28,126094,7,,Andrey Rublev,R,188,RUS,25.6,5-7 0-6 6-3 7-6(5) 6-3,5,R32,223,8,5,157,105,76,24,25,5,11,9,4,135,73,55,36,23,5,9,48,925,7,4270
2023-520,Roland Garros,Clay,128,G,20230529,204,208029,6,,Holger Rune,R,188,DEN,20,144821,,Q,Genaro Alberto Olivieri,R,175,ARG,24.8,6-4 6-1 6-3,5,R32,119,4,4,78,57,40,10,13,5,8,2,3,83,55,29,7,13,12,20,6,4375,231,257
2023-520,Roland Garros,Clay,128,G,20230529,205,202103,23,,Francisco Cerundolo,R,185,ARG,24.7,126203,9,,Taylor Fritz,R,196,USA,25.5,3-6 6-3 6-4 7-5,5,R32,170,1,4,134,110,71,12,20,11,15,9,4,119,94,64,10,20,15,21,23,1485,8,3470
2023-520,Roland Garros,Clay,128,G,20230529,206,111797,,,Nicolas Jarry,R,201,CHI,27.6,106218,,,Marcos Giron,R,180,USA,29.8,6-2 6-3 6-7(7) 6-3,5,R32,175,15,3,112,77,65,20,20,1,2,6,3,128,90,62,13,18,2,7,35,1112,75,740
2023-520,Roland Garros,Clay,128,G,20230529,207,134770,4,,Casper Ruud,R,183,NOR,24.4,111190,,,Zhizhen Zhang,R,193,CHN,26.6,4-6 6-4 6-1 6-4,5,R32,156,6,3,116,85,60,15,19,7,10,6,2,100,80,46,13,18,5,11,4,4960,71,752
2023-520,Roland Garros,Clay,128,G,20230529,208,105777,28,,Grigor Dimitrov,R,191,BUL,32,127157,,,Daniel Altmaier,R,188,GER,24.7,6-4 6-3 6-1,5,R32,127,4,5,78,40,30,21,13,5,7,3,3,74,48,26,9,13,4,10,29,1275,79,733
2023-520,Roland Garros,Clay,128,G,20230529,209,100644,22,,Alexander Zverev,R,198,GER,26.1,126207,12,,Frances Tiafoe,R,188,USA,25.3,3-6 7-6(3) 6-1 7-6(5),5,R32,222,13,10,144,93,66,25,21,5,10,3,2,132,94,61,13,19,9,14,27,1450,12,2790
2023-520,Roland Garros,Clay,128,G,20230529,210,144869,,,Tomas Martin Etcheverry,R,196,ARG,23.8,106432,15,,Borna Coric,R,188,CRO,26.5,6-3 7-6(5) 6-2,5,R32,182,4,1,94,55,45,20,15,5,7,4,4,105,60,43,14,14,12,17,49,920,16,2410
2023-520,Roland Garros,Clay,128,G,20230529,211,106415,27,,Yoshihito Nishioka,L,170,JPN,27.6,205734,,Q,Thiago Seyboth Wild,R,185,BRA,23.2,3-6 7-6(8) 2-6 6-4 6-0,5,R32,219,2,3,149,105,68,21,22,3,8,10,9,158,96,63,34,23,10,16,33,1181,172,349
2023-520,Roland Garros,Clay,128,G,20230529,212,207989,1,,Carlos Alcaraz,R,183,ESP,20,207518,17,,Lorenzo Musetti,R,185,ITA,21.2,6-3 6-2 6-2,5,R16,129,6,3,77,56,43,10,13,5,7,2,4,88,52,26,16,12,7,14,1,6815,18,2040
2023-520,Roland Garros,Clay,128,G,20230529,213,126774,5,,Stefanos Tsitsipas,R,193,GRE,24.7,124116,,Q,Sebastian Ofner,R,191,AUT,27,7-5 6-3 6-0,5,R16,108,3,3,83,59,45,13,14,2,3,4,3,76,41,27,14,13,5,11,5,4775,118,534
2023-520,Roland Garros,Clay,128,G,20230529,214,104925,3,,Novak Djokovic,R,188,SRB,36,122669,,,Juan Pablo Varillas,R,185,PER,27.6,6-3 6-2 6-2,5,R16,117,7,3,70,56,47,5,13,2,3,3,0,72,47,25,11,12,6,12,3,5955,94,661
2023-520,Roland Garros,Clay,128,G,20230529,215,111575,11,,Karen Khachanov,R,198,RUS,27,132283,,,Lorenzo Sonego,R,191,ITA,28,1-6 6-4 7-6(7) 6-1,5,R16,210,12,1,132,76,57,28,19,10,14,8,5,121,74,51,23,17,8,12,11,2945,48,925
2023-520,Roland Garros,Clay,128,G,20230529,216,208029,6,,Holger Rune,R,188,DEN,20,202103,23,,Francisco Cerundolo,R,185,ARG,24.7,7-6(3) 3-6 6-4 1-6 7-6(7),5,R16,239,8,10,173,102,67,39,25,13,20,5,6,166,110,74,34,25,4,8,6,4375,23,1485
2023-520,Roland Garros,Clay,128,G,20230529,217,134770,4,,Casper Ruud,R,183,NOR,24.4,111797,,,Nicolas Jarry,R,201,CHI,27.6,7-6(3) 7-5 7-5,5,R16,200,10,5,126,80,57,23,18,14,17,11,4,134,89,59,18,18,8,13,4,4960,35,1112
2023-520,Roland Garros,Clay,128,G,20230529,218,100644,22,,Alexander Zverev,R,198,GER,26.1,105777,28,,Grigor Dimitrov,R,191,BUL,32,6-1 6-4 6-3,5,R16,138,4,7,92,60,47,11,13,14,16,0,6,83,46,28,10,13,8,15,27,1450,29,1275
2023-520,Roland Garros,Clay,128,G,20230529,219,144869,,,Tomas Martin Etcheverry,R,196,ARG,23.8,106415,27,,Yoshihito Nishioka,L,170,JPN,27.6,7-6(8) 6-0 6-1,5,R16,124,12,0,85,79,57,4,13,4,5,3,2,73,62,33,6,12,3,9,49,920,33,1181
2023-520,Roland Garros,Clay,128,G,20230529,220,207989,1,,Carlos Alcaraz,R,183,ESP,20,126774,5,,Stefanos Tsitsipas,R,193,GRE,24.7,6-2 6-1 7-6(5),5,QF,133,6,1,75,58,46,11,13,1,2,5,5,95,56,34,16,14,6,12,1,6815,5,4775
2023-520,Roland Garros,Clay,128,G,20230529,221,104925,3,,Novak Djokovic,R,188,SRB,36,111575,11,,Karen Khachanov,R,198,RUS,27,4-6 7-6(0) 6-2 6-4,5,QF,219,11,5,132,78,60,32,20,8,10,7,4,133,75,49,30,20,4,8,3,5955,11,2945
2023-520,Roland Garros,Clay,128,G,20230529,222,134770,4,,Casper Ruud,R,183,NOR,24.4,208029,6,,Holger Rune,R,188,DEN,20,6-1 6-2 3-6 6-3,5,QF,165,5,5,110,69,50,24,17,6,7,1,9,113,61,39,25,16,8,13,4,4960,6,4375
2023-520,Roland Garros,Clay,128,G,20230529,223,100644,22,,Alexander Zverev,R,198,GER,26.1,144869,,,Tomas Martin Etcheverry,R,196,ARG,23.8,6-4 3-6 6-3 6-4,5,QF,202,7,9,116,78,59,15,19,6,9,8,2,116,72,52,18,19,6,11,27,1450,49,920
2023-520,Roland Garros,Clay,128,G,20230529,224,104925,3,,Novak Djokovic,R,188,SRB,36,207989,1,,Carlos Alcaraz,R,183,ESP,20,6-3 5-7 6-1 6-1,5,SF,204,8,3,125,88,63,16,18,10,12,3,2,103,74,40,14,17,5,12,3,5955,1,6815
2023-520,Roland Garros,Clay,128,G,20230529,225,134770,4,,Casper Ruud,R,183,NOR,24.4,100644,22,,Alexander Zverev,R,198,GER,26.1,6-3 6-4 6-0,5,SF,129,5,1,89,55,39,18,13,8,9,3,2,69,47,26,10,12,4,10,4,4960,27,1450
2023-520,Roland Garros,Clay,128,G,20230529,226,104925,3,,Novak Djokovic,R,188,SRB,36,134770,4,,Casper Ruud,R,183,NOR,24.4,7-6(1) 6-3 7-5,5,F,194,11,1,101,74,59,17,17,3,4,4,1,106,68,39,25,16,7,10,3,5955,4,4960
2023-540,Wimbledon,Grass,128,G,20230703,100,207989,1,,Carlos Alcaraz,R,183,ESP,20.1,104871,,,Jeremy Chardy,R,188,FRA,36.3,6-0 6-2 7-5,5,R128,113,10,2,73,45,38,17,13,3,4,1,10,94,61,35,10,13,7,14,1,7675,542,65
2023-540,Wimbledon,Grass,128,G,20230703,101,124186,,,Alexandre Muller,R,183,FRA,26.4,126239,,,Arthur Rinderknech,R,196,FRA,27.9,7-6(5) 1-6 6-3 6-4,5,R128,155,6,7,141,93,58,24,20,13,18,15,4,107,73,52,18,19,3,8,84,711,82,722
2023-540,Wimbledon,Grass,128,G,20230703,102,106186,,,Jason Kubler,R,178,AUS,30.1,200005,,,Ugo Humbert,L,188,FRA,25,6-4 4-6 6-2 3-6 6-3,5,R128,222,11,5,157,104,69,26,23,10,14,24,5,135,77,59,24,23,4,10,77,742,39,1042
2023-540,Wimbledon,Grass,128,G,20230703,103,111797,25,,Nicolas Jarry,R,201,CHI,27.7,106065,,,Marco Cecchinato,R,185,ITA,30.7,4-6 6-2 6-4 6-1,5,R128,142,14,1,85,60,52,13,17,0,1,8,8,134,85,53,22,18,11,17,28,1336,89,673
2023-540,Wimbledon,Grass,128,G,20230703,104,100644,19,,Alexander Zverev,R,198,GER,26.2,133835,,Q,Gijs Brouwer,L,191,NED,27.3,6-4 7-6(4) 7-6(5),5,R128,135,20,3,111,76,60,22,19,4,4,7,3,109,74,56,20,17,1,2,21,1630,153,383
2023-540,Wimbledon,Grass,128,G,20230703,105,133297,,LL,Yosuke Watanuki,R,180,JPN,25.2,144817,,,Marc Andrea Huesler,L,196,SUI,27,6-7(5) 5-7 7-6(5) 7-6(3) 6-3,5,R128,239,22,8,194,126,99,37,31,5,7,30,7,173,104,88,35,29,2,4,116,547,81,726
2023-540,Wimbledon,Grass,128,G,20230703,106,126610,,,Matteo Berrettini,R,196,ITA,27.2,132283,,,Lorenzo Sonego,R,191,ITA,28.1,6-7(5) 6-3 7-6(7) 6-3,5,R128,201,17,1,134,83,70,32,22,2,2,8,3,117,85,68,20,22,4,6,38,1082,42,1015
2023-540,Wimbledon,Grass,128,G,20230703,107,200282,15,,Alex De Minaur,R,183,AUS,24.3,106293,,Q,Kimmer Coppejans,R,178,BEL,29.3,6-7(5) 6-3 6-3 7-6(2),5,R128,204,14,3,124,67,51,38,22,3,6,4,2,184,128,78,26,22,16,22,17,2115,188,309
2023-540,Wimbledon,Grass,128,G,20230703,108,126207,10,,Frances Tiafoe,R,188,USA,25.4,200059,,,Yibing Wu,R,183,CHN,23.7,7-6(4) 6-3 6-4,5,R128,150,14,4,117,73,48,24,17,7,11,9,1,108,69,45,13,15,5,11,10,3085,62,814
2023-540,Wimbledon,Grass,128,G,20230703,109,208502,,Q,Dominic Stricker,L,183,SUI,20.8,200615,,,Alexei Popyrin,R,196,AUS,23.9,3-6 6-3 6-2 4-6 7-5,5,R128,189,17,6,144,86,68,30,24,10,14,25,5,158,90,68,27,24,9,15,117,535,93,645
2023-540,Wimbledon,Grass,128,G,20230703,110,125802,,,Ilya Ivashka,R,193,BLR,29.3,105948,,,Federico Coria,R,180,ARG,31.3,4-6 6-4 6-3 6-0,5,R128,143,7,2,111,72,55,25,18,8,9,1,1,101,64,40,19,17,7,12,102,607,104,592
2023-540,Wimbledon,Grass,128,G,20230703,111,105777,21,,Grigor Dimitrov,R,191,BUL,32.1,200647,,Q,Sho Shimabukuro,R,180,JPN,25.9,6-1 6-2 6-1,5,R128,93,8,4,63,34,29,17,11,4,4,4,3,75,38,17,17,11,3,10,24,1430,162,357
2023-540,Wimbledon,Grass,128,G,20230703,112,200221,31,,Alejandro Davidovich Fokina,R,183,ESP,24,209950,,WC,Arthur Fils,R,185,FRA,19,7-6(3) 6-1 6-2,5,R128,106,2,1,96,69,47,19,15,5,7,5,6,82,48,29,16,13,2,8,34,1115,61,816
2023-540,Wimbledon,Grass,128,G,20230703,113,122298,,,Botic Van De Zandschulp,R,191,NED,27.7,111190,,,Zhizhen Zhang,R,193,CHN,26.7,2-6 7-6(3) 7-6(6) 3-6 6-2,5,R128,241,13,6,152,105,73,25,25,6,11,19,3,183,126,91,22,26,11,15,44,975,52,874
2023-540,Wimbledon,Grass,128,G,20230703,114,106148,,,Roberto Carballes Baena,R,183,ESP,30.2,208286,,Q,Matteo Arnaldi,R,185,ITA,22.3,6-7(0) 6-3 6-4 6-4,5,R128,177,2,5,128,70,53,34,22,5,7,9,4,115,61,42,32,20,3,8,57,850,80,737
2023-540,Wimbledon,Grass,128,G,20230703,115,208029,6,,Holger Rune,R,188,DEN,20.1,207785,,WC,George Loffhagen,R,188,GBR,22.2,7-6(4) 6-3 6-2,5,R128,129,7,2,86,57,46,20,16,5,5,9,6,103,66,50,14,14,8,11,6,4510,371,130
2023-540,Wimbledon,Grass,128,G,20230703,116,106421,3,,Daniil Medvedev,R,198,RUS,27.3,209259,,WC,Arthur Fery,R,175,GBR,20.9,7-5 6-4 6-3,5,R128,132,7,3,87,56,44,15,15,2,4,2,0,101,62,37,19,16,6,12,3,5890,391,118
2023-540,Wimbledon,Grass,128,G,20230703,117,105173,,,Adrian Mannarino,L,180,FRA,35,207686,,,Alexander Shevchenko,R,185,KAZ,22.5,6-3 6-3 6-2,5,R128,90,9,5,80,51,39,16,13,3,4,2,3,77,53,31,10,13,7,13,35,1112,97,623
2023-540,Wimbledon,Grass,128,G,20230703,118,106218,,,Marcos Giron,R,180,USA,29.9,106198,,,Hugo Dellien,R,180,BOL,30,7-6(2) 6-4 6-4,5,R128,128,16,1,99,64,55,19,17,6,7,3,6,108,69,52,17,16,8,11,65,795,171,340
2023-540,Wimbledon,Grass,128,G,20230703,119,105916,,,Marton Fucsovics,R,188,HUN,31.3,134868,28,,Tallon Griekspoor,R,188,NED,27,6-4 6-2 6-4,5,R128,116,8,7,93,50,36,25,14,2,3,3,2,81,44,30,16,14,5,10,67,777,31,1254
